log_id,problem_id,user_id,is_correct,attempts,score_x,submit_time,concept_id,title,content,option,answer,score_y,type,typetext,location,context_id,exercise_id_x,language,course_id,exercise_id_y,course_name
29040364_146663,Pm_146663,U_29040364,1,1,2.0,2020-07-13 10:32:01,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,用户的主用户组属性将影响到：,"{'A': '用户创建的文件属性', 'B': '用户对于文件的访问权限', 'C': '用户是否为虚拟用户', 'D': '用户能否被删除'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146664,Pm_146664,U_29040364,0,1,0.0,2020-07-13 10:32:10,K_用户组_计算机科学与技术,管好用户--管好用户测试,id命令能够查看的用户信息有：,"{'A': '用户的创建时间', 'B': '用户的主用户组', 'C': '用户从属的用户组名', 'D': '用户家目录'}","[""B"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146666,Pm_146666,U_29040364,0,1,0.0,2020-07-13 10:33:23,K_登录_计算机科学与技术,管好用户--管好用户测试,假设目前我们以nboocer用户登录系统，处在nboocer用户的家目录下，现在要切换到root用户，下面描述正确的是：,"{'A': '使用 su root 切换，需要输入root用户密码，切换后处在root用户家目录中。', 'B': '使用 su - root 切换，需要输入root用户密码，切换后处在root用户家目录中', 'C': '使用 su -l root 切换，需要输入root用户密码，切换后处在root用户家目录中', 'D': '使用 su root 切换，需要输入nboocer用户密码，切换后处在nboocer家目录中', 'E': '使用 su - root 切换，需要输入nboocer用户密码，切换后处在root用户家目录中'}","[""B"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03,K_切换用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03,K_切换用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146670,Pm_146670,U_29040364,0,1,0.0,2020-07-13 10:36:13,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的修改用户组命令groupmod，下面描述正确的是：,"{'A': '随意更改用户组的 GID可能会造成系统混乱', 'B': '带选项–n可以修改用户组名', 'C': '更改用户组名可能会造成系统混乱', 'D': '如果有用户将某用户组作为其主用户组，那么在用户已经登录系统的情况下，无法修改这个用户组名'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05,K_系统管理员_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05,K_用户权限_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05,K_权力_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146674,Pm_146674,U_29040364,0,1,0.0,2020-07-13 10:38:55,K_用户配置文件_计算机科学与技术,管好用户--管好用户测试,关于Linux中用的用户配置文件，下面描述正确的是：,"{'A': '/etc/passwd中存放着用户加密后的密码', 'B': '/etc/passwd中存放着用户的主用户组信息', 'C': '如果用户密码为空，/etc/passwd的第二个字段将出现叹号！或者星号 *', 'D': '/etc/shadow 中第三个字段表示的密码最后一次修改时间', 'E': '可以通过修改passwd 和 shadow文件的内容来修改用户属性'}","[""B"", ""D"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese,C_680747,Ex_116907,Linux系统管理
29040364_146677,Pm_146677,U_29040364,1,1,1.0,2020-07-19 11:35:33,K_分区表_计算机科学与技术,管好硬盘--管好硬盘测试,fdisk命令中将分区写入分区表的指令是：,"{'A': 'w', 'B': 's', 'C': 'r', 'D': 'ctrl+s'}","[""A""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146680,Pm_146680,U_29040364,0,1,0.0,2020-07-19 11:38:18,K_逻辑分区_计算机科学与技术,管好硬盘--管好硬盘测试,将主机的第二块SCSI接口硬盘上的第2个格式化为ext4文件系统的逻辑分区以只读方式挂载到/tmp_disk目录上的命令是:,"{'A': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk', 'B': 'mount -t ext4 -o ro /dev/sdb2 /tmp_disk', 'C': 'mount -t ext4 -o ro /dev/sdb6 /tmp_disk', 'D': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk'}","[""C""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146681,Pm_146681,U_29040364,1,1,2.0,2020-07-19 11:39:23,K_设备名_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中开机自动挂载分区配置文件/etc/fstab，下面描述正确的是:,"{'A': '第一个字段可以填入要开机挂载的设备名', 'B': '第一个字段可以填入要开机挂载的设备标签', 'C': '第一个字段可以填入要开机挂载的设备UUID', 'D': '第一个字段可以填入要开机挂载的设备别名'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146685,Pm_146685,U_29040364,0,1,0.0,2020-07-19 11:42:43,K_系统目录_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146685,Pm_146685,U_29040364,0,1,0.0,2020-07-19 11:42:43,K_挂载点_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146686,Pm_146686,U_29040364,1,1,2.0,2020-07-19 11:43:07,K_设备名_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146686,Pm_146686,U_29040364,1,1,2.0,2020-07-19 11:43:07,K_挂载点_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146687,Pm_146687,U_29040364,1,1,1.0,2020-07-19 11:43:19,K_逻辑分区_计算机科学与技术,管好硬盘--管好硬盘测试,主机上第三块SCSI接口的硬盘中第一个逻辑分区的设备文件名字是,"{'A': 'sdc1', 'B': 'sda1', 'C': 'sdc4', 'D': 'sda4', 'E': 'sdc5'}","[""E""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese,C_680747,Ex_116912,Linux系统管理
29040364_146689,Pm_146689,U_29040364,1,1,1.0,2020-07-21 12:58:28,K_ipconfig_计算机科学与技术,管好网络--管好网络测试,可以用哪个命令测试两台主机之间网络的连通性。,"{'A': 'ping', 'B': 'ifconfig', 'C': 'ipconfig', 'D': 'route'}","[""A""]",1.0,1.0,单选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese,C_680747,Ex_116915,Linux系统管理
29040364_146694,Pm_146694,U_29040364,1,1,1.0,2020-07-21 13:00:19,K_调试_计算机科学与技术,管好网络--管好网络测试,回环接口为系统提供一个单机网络环境，一般用于网络程序的调试。,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6.0,判断题,7.4,"[6197175, 6197176]",Ex_116915,Chinese,C_680747,Ex_116915,Linux系统管理
29040364_146697,Pm_146697,U_29040364,0,1,0.0,2020-07-21 13:02:32,K_主机名_计算机科学与技术,管好网络--管好网络测试,关于修改主机名，下面那些说法是正确的：,"{'A': '需要修改/etc/sysconfig/network文件', 'B': '需要修改/etc/hosts文件', 'C': '需要修改/etc/sysconfig/network-scripts/ifcfg-eth0文件', 'D': '一般需要重启系统，让修改生效'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese,C_680747,Ex_116915,Linux系统管理
29040364_146699,Pm_146699,U_29040364,1,1,2.0,2020-07-21 13:03:52,K_主机名_计算机科学与技术,管好网络--管好网络测试,关于为网络接口配置DHCP，下面那些说法是正确的：,"{'A': 'DHCP很方便，但是更容易发生配置错误', 'B': 'DHCP服务器可以指定接口的IP地址、子网掩码和网关', 'C': '默认情况下，CentOS使用DHCP协议配置接口网络参数', 'D': 'DHCP服务器还可以指定主机名'}","[""B"", ""C"", ""D""]",2.0,2.0,多选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese,C_680747,Ex_116915,Linux系统管理
29040364_146703,Pm_146703,U_29040364,0,1,0.0,2020-07-27 10:35:23,K_软件资源_计算机科学与技术,管好软件包--管好软件包测试,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese,C_680747,Ex_116919,Linux系统管理
29040364_146703,Pm_146703,U_29040364,0,1,0.0,2020-07-27 10:35:23,K_软件管理_计算机科学与技术,管好软件包--管好软件包测试,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese,C_680747,Ex_116919,Linux系统管理
29040364_146704,Pm_146704,U_29040364,1,1,2.0,2020-07-27 10:35:34,K_全名_计算机科学与技术,管好软件包--管好软件包测试,关于用rpm卸载软件，下面哪些说法是正确的：,"{'A': '使用-r选项', 'B': '使用-e选项', 'C': '卸载软件需要知道软件安装后包括版本号在内的全名', 'D': '卸载软件只需要知道软件名即可', 'E': '卸载一个软件可能会导致系统中别的软件无法使用'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese,C_680747,Ex_116919,Linux系统管理
29040364_146705,Pm_146705,U_29040364,0,1,0.0,2020-07-27 10:36:01,K_软件管理器_计算机科学与技术,管好软件包--管好软件包测试,下面关于yum的说法那些是错误的？,"{'A': 'yum目的就是为了解决RPM管理软件包时的依赖关系难题', 'B': 'yum是一种区别于RPM软件封装模式', 'C': 'yum是红帽系列Linux中的默认软件管理器', 'D': 'yum客户端在安装软件时无需了解该软件包的依赖关系信息'}","[""B"", ""C""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese,C_680747,Ex_116919,Linux系统管理
