log_id,problem_id,user_id,is_correct,attempts,score,submit_time,content,option,answer,concept_id,course_id,course_name
14956092_146680,Pm_146680,U_14956092,1,1,1.0,2020-05-25 08:19:17,将主机的第二块SCSI接口硬盘上的第2个格式化为ext4文件系统的逻辑分区以只读方式挂载到/tmp_disk目录上的命令是:,"{'A': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk', 'B': 'mount -t ext4 -o ro /dev/sdb2 /tmp_disk', 'C': 'mount -t ext4 -o ro /dev/sdb6 /tmp_disk', 'D': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk'}","[""C""]",K_逻辑分区_计算机科学与技术,C_680747,Linux系统管理
14956092_146681,Pm_146681,U_14956092,1,1,2.0,2020-05-25 08:19:30,关于Linux中开机自动挂载分区配置文件/etc/fstab，下面描述正确的是:,"{'A': '第一个字段可以填入要开机挂载的设备名', 'B': '第一个字段可以填入要开机挂载的设备标签', 'C': '第一个字段可以填入要开机挂载的设备UUID', 'D': '第一个字段可以填入要开机挂载的设备别名'}","[""A"", ""B"", ""C""]",K_设备名_计算机科学与技术,C_680747,Linux系统管理
14956092_146685,Pm_146685,U_14956092,0,1,0.0,2020-05-25 08:22:00,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",K_系统目录_计算机科学与技术,C_680747,Linux系统管理
14956092_146686,Pm_146686,U_14956092,0,1,0.0,2020-05-25 08:23:08,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",K_设备名_计算机科学与技术,C_680747,Linux系统管理
14956092_146687,Pm_146687,U_14956092,1,1,1.0,2020-05-25 08:23:37,主机上第三块SCSI接口的硬盘中第一个逻辑分区的设备文件名字是,"{'A': 'sdc1', 'B': 'sda1', 'C': 'sdc4', 'D': 'sda4', 'E': 'sdc5'}","[""E""]",K_逻辑分区_计算机科学与技术,C_680747,Linux系统管理
14956092_146689,Pm_146689,U_14956092,1,1,1.0,2020-05-27 10:05:50,可以用哪个命令测试两台主机之间网络的连通性。,"{'A': 'ping', 'B': 'ifconfig', 'C': 'ipconfig', 'D': 'route'}","[""A""]",K_ipconfig_计算机科学与技术,C_680747,Linux系统管理
14956092_146694,Pm_146694,U_14956092,1,1,1.0,2020-05-27 10:06:45,回环接口为系统提供一个单机网络环境，一般用于网络程序的调试。,"{'true': '正确', 'false': '错误'}","[""true""]",K_调试_计算机科学与技术,C_680747,Linux系统管理
14956092_146697,Pm_146697,U_14956092,1,1,2.0,2020-05-27 10:08:38,关于修改主机名，下面那些说法是正确的：,"{'A': '需要修改/etc/sysconfig/network文件', 'B': '需要修改/etc/hosts文件', 'C': '需要修改/etc/sysconfig/network-scripts/ifcfg-eth0文件', 'D': '一般需要重启系统，让修改生效'}","[""A"", ""B"", ""D""]",K_主机名_计算机科学与技术,C_680747,Linux系统管理
14956092_146699,Pm_146699,U_14956092,1,1,2.0,2020-05-27 10:09:35,关于为网络接口配置DHCP，下面那些说法是正确的：,"{'A': 'DHCP很方便，但是更容易发生配置错误', 'B': 'DHCP服务器可以指定接口的IP地址、子网掩码和网关', 'C': '默认情况下，CentOS使用DHCP协议配置接口网络参数', 'D': 'DHCP服务器还可以指定主机名'}","[""B"", ""C"", ""D""]",K_主机名_计算机科学与技术,C_680747,Linux系统管理
14956092_146703,Pm_146703,U_14956092,0,1,0.0,2020-05-27 10:40:13,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",K_软件资源_计算机科学与技术,C_680747,Linux系统管理
14956092_146704,Pm_146704,U_14956092,0,1,0.0,2020-05-27 10:40:31,关于用rpm卸载软件，下面哪些说法是正确的：,"{'A': '使用-r选项', 'B': '使用-e选项', 'C': '卸载软件需要知道软件安装后包括版本号在内的全名', 'D': '卸载软件只需要知道软件名即可', 'E': '卸载一个软件可能会导致系统中别的软件无法使用'}","[""B"", ""C"", ""E""]",K_全名_计算机科学与技术,C_680747,Linux系统管理
14956092_146705,Pm_146705,U_14956092,1,1,2.0,2020-05-27 10:40:56,下面关于yum的说法那些是错误的？,"{'A': 'yum目的就是为了解决RPM管理软件包时的依赖关系难题', 'B': 'yum是一种区别于RPM软件封装模式', 'C': 'yum是红帽系列Linux中的默认软件管理器', 'D': 'yum客户端在安装软件时无需了解该软件包的依赖关系信息'}","[""B"", ""C""]",K_软件管理器_计算机科学与技术,C_680747,Linux系统管理
15840481_146588,Pm_146588,U_15840481,1,1,1.0,2020-05-03 20:26:23,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",K_命令提示符_计算机科学与技术,C_680747,Linux系统管理
15840481_146589,Pm_146589,U_15840481,0,1,0.0,2020-05-03 20:26:39,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",K_自由软件_计算机科学与技术,C_680747,Linux系统管理
15840481_146591,Pm_146591,U_15840481,0,1,0.0,2020-05-03 20:27:39,"关于CentOS,下面哪些说法是正确的？","{'A': 'CentOS100%兼容红帽企业版(RHEL)', 'B': 'CentOS不提供专门技术支持，不包含封闭源代码软件', 'C': 'CentOS 64位版本可以安装在32位架构的机器上', 'D': 'CentOS是利用用红帽企业版(RHEL)源代码重新编译而成的'}","[""A"", ""B"", ""D""]",K_闭源_计算机科学与技术,C_680747,Linux系统管理
15840481_146592,Pm_146592,U_15840481,1,1,2.0,2020-05-03 20:28:00,安装Linux所要的两个最基本的分区分别是以（ ）和（ ）。,"{'A': '/boot分区', 'B': '/home分区', 'C': '根分区', 'D': 'Swap分区'}","[""C"", ""D""]",K_Swap分区_计算机科学与技术,C_680747,Linux系统管理
15840481_146593,Pm_146593,U_15840481,1,1,2.0,2020-05-03 20:28:17,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",K_主机名_计算机科学与技术,C_680747,Linux系统管理
15840481_146597,Pm_146597,U_15840481,1,1,2.0,2020-05-03 20:31:18,下面关于关机和重启的说法，哪些是正确的？,"{'A': '关机是系统管理员要给予充分重视的一件大事.', 'B': 'shutdown -k now 命令用于立即关机', 'C': '不恰当或者不正确的关机和重启，可能会导致数据丢失', 'D': '关机和重启命令默认情况下普通用户亦可执行'}","[""A"", ""C""]",K_系统管理员_计算机科学与技术,C_680747,Linux系统管理
15840481_146598,Pm_146598,U_15840481,0,1,0.0,2020-05-03 20:31:33,Linux中所谓的命令(Command)，广义上包括：,"{'A': '可执行的二进制文件', 'B': '可执行的库文件', 'C': 'shell脚本文件', 'D': 'shell内建函数'}","[""A"", ""C"", ""D""]",K_Shell脚本_计算机科学与技术,C_680747,Linux系统管理
20319134_738102,Pm_738102,U_20319134,0,1,0.0,2020-05-18 00:29:51,为保证从分布式存储系统中读取的数据正确，需要采用哪种数据处理方式（  ）,"{'A': '压缩', 'B': '多份存储', 'C': 'Erasure coding编码', 'D': 'Checksum数据校验'}","[""D""]",K_分布式存储系统_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738104,Pm_738104,U_20319134,0,1,0.0,2020-05-18 00:29:55,对于数据复制中的两种技术Replication和Rebalance的异同点描述不正确的是（  ）,"{'A': 'Repication的主要目的是为了保证数据可靠，防止数据丢失', 'B': 'Rebalance的主要目的是为了清理系统中的多余数据，提高空间利用率', 'C': 'Replication和Rebalance都需要考虑到数据在数据中心中的存放位置，提高由于硬件失效带来的数据不可用', 'D': 'Replication和Rebalance需要有优先级控制，防止数据复制不及时造成数据丢失'}","[""B""]",K_级控_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738107,Pm_738107,U_20319134,0,1,0.0,2020-05-18 00:30:04,下面对于分布式存储系统中如何选取存储介质的描述错误的是（  ）,"{'A': '为了让程序实现简单高效，存储系统中应该选用单一的存储介质', 'B': '为了节省存储成本，通常在一个分布式存储系统中会使用多种存储介质来实现高性能和大容量的目的', 'C': '不同的使用场景下，应该采用灵活的混合存储方式来满足需求', 'D': '所有存储介质的存储寿命都是一样的，所以寿命不在选取介质类型的考虑范围内'}","[""A"", ""D""]",K_存储介质_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738109,Pm_738109,U_20319134,0,1,0.0,2020-05-18 00:30:19,下面对分布式调度需要解决问题的说法正确的是？(  ),"{'A': '分布式调度主要解决任务调度的问题', 'B': '分布式调度主要解决资源如何分配的问题', 'C': '分布式调度既要解决任务调度也需要解决资源调度的问题', 'D': '以上说法都不对'}","[""C""]",K_任务调度_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738110,Pm_738110,U_20319134,1,1,1.0,2020-05-18 00:30:21,伏羲分布式调度系统中负责资源调度的角色是？(  ),"{'A': 'FuxiMaster', 'B': 'Tubo', 'C': 'AppMaster', 'D': 'AppWorker'}","[""A""]",K_资源调度_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738114,Pm_738114,U_20319134,0,1,0.0,2020-05-18 00:30:30,下列关于伏羲资源调度优先级策略的说法错误的是？(  ),"{'A': '每个job在提交时会带一个priority值，一个整数值，越大优先级越高', 'B': '相同优先级按提交时间，先提交的优先级高', 'C': '资源优先分配给高优先级的job，剩余的资源继续分配给次高优先级job', 'D': '允许有高优先级的紧急任务加入'}","[""A""]",K_高优先级_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738115,Pm_738115,U_20319134,0,1,0.0,2020-05-18 00:30:32,伏羲资源调度支持抢占，下面说法错误的是？(  ),"{'A': 'FuxiMaster会从当前正在运行的任务中，从最低优先级任务开始强制收回资源', 'B': '最低优先级任务被抢占后，抢占过程即终止', 'C': '抢占会一直递归进行', 'D': '不能抢比自己优先级高的任务'}","[""B""]",K_资源调度_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738116,Pm_738116,U_20319134,0,1,0.0,2020-05-18 00:30:35,阿里云伏羲分布式调度系统与社区Hadoop MR最大的区别是？(  ),"{'A': 'Hadoop是一层架构集中资源和任务调度，而伏羲是两层架构独立的资源和任务调度', 'B': 'Hadoop存在规模瓶颈，而伏羲规模横向扩展性更好', 'C': 'Hadoop与伏羲的调度策略不同', 'D': 'Hadoop jobtracker没有failover，伏羲有完善的failover功能'}","[""A"", ""B"", ""D""]",K_调度策略_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738117,Pm_738117,U_20319134,0,1,0.0,2020-05-18 00:30:38,伏羲资源调度的目标包括？(  ),"{'A': '集群资源利用率最大化', 'B': '每个任务的资源等待时间最小化', 'C': '能分组控制资源配额', 'D': '能支持临时紧急任务'}","[""A"", ""B"", ""C"", ""D""]",K_资源调度_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738120,Pm_738120,U_20319134,0,1,0.0,2020-05-18 00:30:53,伏羲在支持大规模方面采用了哪些技术？(  ),"{'A': '多线程', 'B': '增量资源调度', 'C': '异步', 'D': '增加数据量'}","[""A"", ""B"", ""C""]",K_加数_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738123,Pm_738123,U_20319134,0,1,0.0,2020-05-18 00:33:43,下面哪个阶段在BSP模型中可以独立并发执行的？（  ）,"{'A': '数据分片阶段', 'B': '本地计算阶段', 'C': '全局通信阶段', 'D': '栅栏同步阶段'}","[""B""]",K_BSP模型_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738124,Pm_738124,U_20319134,1,1,1.0,2020-05-18 00:33:46,下面哪些是BSP模型的缺点？（  ）,"{'A': '栅栏同步开销比较大', 'B': '可能产生死锁', 'C': '没有解决负载均衡问题', 'D': '被计算的数据可以保存在内存里'}","[""A""]",K_BSP模型_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738126,Pm_738126,U_20319134,0,1,0.0,2020-05-18 00:33:50,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",K_外部变量_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738136,Pm_738136,U_20319134,1,1,1.0,2020-05-18 00:35:57,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",K_调度方式_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738139,Pm_738139,U_20319134,0,1,0.0,2020-05-18 00:36:07,下面对流式描述正确的是（  ）,"{'A': '它是一种有状态计算，failover必须将数据从最源头重发。', 'B': '数据必须是有序进入，才能保证数据的正确性。', 'C': 'temporal SQL是适合流式计算的SQL语言。', 'D': '流式计算无法支持delete和update语义。'}","[""C""]",K_对流_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738141,Pm_738141,U_20319134,0,1,0.0,2020-05-18 00:36:13,下面对系统雪崩准确的描述有（  ）,"{'A': '系统雪崩是由于oom，引起系统级联的宕机现象。', 'B': '系统雪崩是由于系统设计问题，由软硬件以及流量异常引发的由细微问题引发更大面积故障，直至系统当机的现象。', 'C': '系统雪崩一般不会因为硬件引发。而是由于流量激增，系统容量设计不足，造成后台系统，包括数据库系统的不正常工作。', 'D': '系统雪崩最初原因与触发宕机的故障可以相关，也有可能无关。'}","[""B"", ""D""]",K_宕机_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738142,Pm_738142,U_20319134,0,1,0.0,2020-05-18 00:36:16,对于spark streaming不正确的描述有（  ）,"{'A': 'spark streaming的ack机制由一组分布式的系统维护，所以它是scale-out的。', 'B': 'spark streaming使用mini-batch的机制，dstream由多个rdd组成。', 'C': 'spark streaming支持滑动窗口，固定窗口和session窗口。', 'D': 'spark streaming是将流式计算切割成批量计算。但同时，批量计算也可以当作流式计算运行。'}","[""A"", ""C""]",K_系统维护_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738147,Pm_738147,U_20319134,1,1,1.0,2020-05-18 00:36:36,逻辑回归属于下列那一类机器学习算法：（  ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 加强学习', 'D': '以上都不是'}","[""A""]",K_监督学习_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",K_CAP理论_计算机科学与技术,C_734011,大数据平台核心技术
20319134_738157,Pm_738157,U_20319134,0,1,0.0,2020-05-18 00:37:04,常见的深度学习模型包括：（  ）,"{'A': '卷机神经元网络 CNN', 'B': '深度置信模型 DBN', 'C': '递归神经元网络 RNN', 'D': 'K最近邻居模型 KNN'}","[""A"", ""B"", ""C""]",K_卷_计算机科学与技术,C_734011,大数据平台核心技术
2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",K_数据传输率_计算机科学与技术,C_680992,网络综合布线
2427702_1209645,Pm_1209645,U_2427702,1,1,1.0,2020-08-30 08:05:18,网络层的数据传输单元是（  ）,"{'A': '数据帧', 'B': '比特流', 'C': '数据段', 'D': '数据包'}","[""D""]",K_数据帧_计算机科学与技术,C_680992,网络综合布线
2427702_1209646,Pm_1209646,U_2427702,1,1,1.0,2020-08-30 08:05:51,TCP/IP参考模型将网络通信按功能分为（ ）,"{'A': '3层', 'B': '4层', 'C': '5层', 'D': '7层'}","[""B""]",K_TCP/IP参考模型_计算机科学与技术,C_680992,网络综合布线
2427702_1209647,Pm_1209647,U_2427702,0,1,0.0,2020-08-30 08:06:00,下列属于应用层协议的是（ ）,"{'A': 'ICMP', 'B': 'ARP', 'C': 'TCP', 'D': 'HTTP'}","[""B""]",K_TCP_计算机科学与技术,C_680992,网络综合布线
2427702_1209654,Pm_1209654,U_2427702,0,1,0.0,2020-08-30 08:18:14,在网络拓扑结构中，总线形结构的优点是（ ）,"{'A': '结点增删容易', 'B': '故障诊断定位准确', 'C': '安装简便灵活', 'D': '适合采用光纤连接'}","[""A"", ""C""]",K_网络拓扑结构_计算机科学与技术,C_680992,网络综合布线
2427702_1209655,Pm_1209655,U_2427702,1,1,2.0,2020-08-30 08:18:42,星型拓扑结构的有哪些特点？（ ）,"{'A': '安装容易,结构简单，通常以集线器或交换机作为中央节点，便于维护和管理', 'B': '由于信道共享，连接的节点不宜过多，并且总线自身的故障可以导致系统的崩溃', 'C': '安装困难，费用高，电缆故障容易查找和排除', 'D': '容易扩展，故障也容易分离处理'}","[""A"", ""D""]",K_故障_计算机科学与技术,C_680992,网络综合布线
2427702_1209656,Pm_1209656,U_2427702,0,1,0.0,2020-08-30 08:18:52,总线型网络采用的控制策略是什么？（ ）,"{'A': '分布式控制策略', 'B': '集中式控制策略', 'C': '令牌总线访问控制方式', 'D': 'CSMA/CD'}","[""D""]",K_控制策略_计算机科学与技术,C_680992,网络综合布线
2427702_189415,Pm_189415,U_2427702,1,1,1.0,2020-08-29 19:02:07,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",K_设计原则_计算机科学与技术,C_680992,网络综合布线
2427702_189418,Pm_189418,U_2427702,1,1,1.0,2020-08-29 19:15:04,工作区子系统又称（ ）子系统。,"{'A': '工作站', 'B': '服务群', 'C': '服务区', 'D': '信息站'}","[""C""]",K_服务区_计算机科学与技术,C_680992,网络综合布线
2427702_189422,Pm_189422,U_2427702,1,1,1.0,2020-08-29 19:16:10,垂直干线子系统也称（）子系统。,"{'A': '骨干', 'B': '综合', 'C': '干线', 'D': '连接'}","[""C""]",K_综合_计算机科学与技术,C_680992,网络综合布线
2427702_189424,Pm_189424,U_2427702,1,1,1.0,2020-08-29 22:56:15,水平干线子系统是指从楼层配线架到工作区的传输线路。,"{'true': '正确', 'false': '错误'}","[""true""]",K_传输线路_计算机科学与技术,C_680992,网络综合布线
2427702_189431,Pm_189431,U_2427702,1,1,1.0,2020-08-29 23:13:24,水平子系统的设计需要认真阅读建筑物设计图纸，确定工作区子系统信息点的位置和数量完成点数表,"{'true': '正确', 'false': '错误'}","[""true""]",K_点数_信息与通信工程,C_680992,网络综合布线
2427702_189432,Pm_189432,U_2427702,0,1,0.0,2020-08-29 23:13:36,水平子系统属于配线子系统对应缆线长度规定，配线子系统信道的最大长度不应大于一百米新造总长度不应大于2000米。,"{'true': '正确', 'false': '错误'}","[""true""]",K_系统对_计算机科学与技术,C_680992,网络综合布线
2427702_189433,Pm_189433,U_2427702,1,1,1.0,2020-08-29 23:19:34,水平插头子系统从工作区的信息插座开始到管理间子系统的（）。,"{'A': 'RJ-45', 'B': '信息终端', 'C': '信息插座', 'D': '配线架'}","[""D""]",K_配线架_计算机科学与技术,C_680992,网络综合布线
2427702_189434,Pm_189434,U_2427702,1,1,1.0,2020-08-29 23:19:49,吊顶上加工线槽布线由楼层管理间引出来的线缆先走吊顶内线槽道个房间后经分支线槽从桥梁时电缆管道分叉后将电缆穿过一段支管引向墙壁沿墙而下到墙内信息插座的布线方式,"{'true': '正确', 'false': '错误'}","[""true""]",K_线缆_计算机科学与技术,C_680992,网络综合布线
2427702_189441,Pm_189441,U_2427702,1,1,1.0,2020-08-29 23:30:02,路由的选择主要依据建筑物的结构以及建筑物内预埋管道而定。,"{'true': '正确', 'false': '错误'}","[""true""]",K_路由_计算机科学与技术,C_680992,网络综合布线
2427702_189450,Pm_189450,U_2427702,1,1,1.0,2020-08-29 23:41:30,跳线架的作用是上级程控交换机过来的接线与到桌面终端的语音信息点连接线之间的连接和跳接部分，便于管理，维护测试。,"{'true': '正确', 'false': '错误'}","[""true""]",K_接线_计算机科学与技术,C_680992,网络综合布线
2427702_189451,Pm_189451,U_2427702,1,1,1.0,2020-08-29 23:41:38,"配线架端口数量应该大于信息点数量,保证全部信息点过来的缆线全部端接在配线架中。","{'true': '正确', 'false': '错误'}","[""true""]",K_端接_计算机科学与技术,C_680992,网络综合布线
2427702_189452,Pm_189452,U_2427702,1,1,1.0,2020-08-29 23:41:44,"管理间子系统使用色标来区分配线设备的性质,标明端接区域、物理位置、编号、容量、规格等,以便维护人员在现场一目了然地加以识别。","{'true': '正确', 'false': '错误'}","[""true""]",K_端接_计算机科学与技术,C_680992,网络综合布线
2427702_189454,Pm_189454,U_2427702,1,1,1.0,2020-08-29 23:41:58,配线架主要110系列配线架，RJ45模块化配线架这两类。,"{'true': '正确', 'false': '错误'}","[""true""]",K_配线架_计算机科学与技术,C_680992,网络综合布线
2427702_189458,Pm_189458,U_2427702,1,1,1.0,2020-08-30 07:35:40,设备间的理想位置应设于建筑综合布线主干线路的中间。,"{'true': '正确', 'false': '错误'}","[""true""]",K_理想_计算机科学与技术,C_680992,网络综合布线
2427702_189475,Pm_189475,U_2427702,1,1,1.0,2020-08-30 07:53:45,建筑群子系统的室外缆线，一般通过建筑物进线间进入大楼内部的设备间，室外距离比较长，设计时一般选用地埋管道穿线或者电缆沟敷设方式。也有在特殊场合使用直埋方式，或者架空方式,"{'true': '正确', 'false': '错误'}","[""true""]",K_线或_计算机科学与技术,C_680992,网络综合布线
2427702_189477,Pm_189477,U_2427702,1,1,1.0,2020-08-30 07:53:59,网络系统的缆线必须远离这些强电电缆，避免对网路系统的电磁干扰。,"{'true': '正确', 'false': '错误'}","[""true""]",K_网路_计算机科学与技术,C_680992,网络综合布线
2427702_189479,Pm_189479,U_2427702,1,1,1.0,2020-08-30 07:54:10,建筑物子系统的线缆布设方式有4种：架空布线法、直埋布线法、地下管道布线法和隧道内电缆布线。,"{'true': '正确', 'false': '错误'}","[""true""]",K_线缆_计算机科学与技术,C_680992,网络综合布线
2427702_189481,Pm_189481,U_2427702,1,1,1.0,2020-08-30 07:57:19,敷设电缆应综合考虑对环境的影响。,"{'true': '正确', 'false': '错误'}","[""true""]",K_综合_计算机科学与技术,C_680992,网络综合布线
2427702_189483,Pm_189483,U_2427702,1,1,1.0,2020-08-30 07:57:33,由于智能化建筑群所处的环境一般对美化要求较高，对于各种管线设施都有严格规定，要根据小区建设规划和传输线路分布，尽量采用地下化和（ ）化方式。,"{'A': '隐蔽', 'B': '突出', 'C': '彰显'}","[""A""]",K_传输线路_计算机科学与技术,C_680992,网络综合布线
2427702_189484,Pm_189484,U_2427702,1,1,1.0,2020-08-30 07:57:48,下列哪个不是建筑群子系统常用的线缆布设方式（ ）,"{'A': '架空布线法', 'B': '直埋布线法', 'C': '地下管道布线法', 'D': '挂接'}","[""D""]",K_线缆_计算机科学与技术,C_680992,网络综合布线
27741674_146689,Pm_146689,U_27741674,1,1,1.0,2020-07-12 22:26:15,可以用哪个命令测试两台主机之间网络的连通性。,"{'A': 'ping', 'B': 'ifconfig', 'C': 'ipconfig', 'D': 'route'}","[""A""]",K_ipconfig_计算机科学与技术,C_680747,Linux系统管理
27741674_146694,Pm_146694,U_27741674,1,1,1.0,2020-07-12 22:26:57,回环接口为系统提供一个单机网络环境，一般用于网络程序的调试。,"{'true': '正确', 'false': '错误'}","[""true""]",K_调试_计算机科学与技术,C_680747,Linux系统管理
27741674_146697,Pm_146697,U_27741674,1,1,2.0,2020-07-12 22:28:14,关于修改主机名，下面那些说法是正确的：,"{'A': '需要修改/etc/sysconfig/network文件', 'B': '需要修改/etc/hosts文件', 'C': '需要修改/etc/sysconfig/network-scripts/ifcfg-eth0文件', 'D': '一般需要重启系统，让修改生效'}","[""A"", ""B"", ""D""]",K_主机名_计算机科学与技术,C_680747,Linux系统管理
27741674_146699,Pm_146699,U_27741674,1,1,2.0,2020-07-12 22:28:46,关于为网络接口配置DHCP，下面那些说法是正确的：,"{'A': 'DHCP很方便，但是更容易发生配置错误', 'B': 'DHCP服务器可以指定接口的IP地址、子网掩码和网关', 'C': '默认情况下，CentOS使用DHCP协议配置接口网络参数', 'D': 'DHCP服务器还可以指定主机名'}","[""B"", ""C"", ""D""]",K_主机名_计算机科学与技术,C_680747,Linux系统管理
27862163_412336,Pm_412336,U_27862163,1,1,1.0,2020-05-06 21:33:56,在计算机系统中，外部设备必须通过（ ）才能实现与主机的信息交换。,"{'A': '电缆', 'B': '总线插槽', 'C': '接口', 'D': '电源'}","[""C""]",K_总线_计算机科学与技术,C_682381,微机原理与接口技术
27862163_412337,Pm_412337,U_27862163,1,1,1.0,2020-05-06 21:35:27,计算机的核心是CPU，它包含了计算机的运算器和（）。,"{'A': '存储器和寄存器', 'B': '总线和接口', 'C': '控制器和寄存器', 'D': 'ALU和寄存器'}","[""C""]",K_总线_计算机科学与技术,C_682381,微机原理与接口技术
27862163_412338,Pm_412338,U_27862163,0,1,0.0,2020-05-06 21:38:10,现代计算机中的总线采用,"{'A': '单总线结构', 'B': '双总线结构', 'C': '多总线结构', 'D': '系统总线结构'}","[""C""]",K_多总线_计算机科学与技术,C_682381,微机原理与接口技术
27862163_412340,Pm_412340,U_27862163,1,1,1.0,2020-05-06 21:41:58,判断符号数加减运算结果是否溢出的条件是（     ）。,"{'A': '最高位与次高位的进（借）位状态不同', 'B': '最高位与次高位的进（借）位状态相同', 'C': '最高位向更高位有进（借）位', 'D': '次高位向最高位有进（借）位'}","[""A""]",K_溢出_计算机科学与技术,C_682381,微机原理与接口技术
27862163_412348,Pm_412348,U_27862163,1,1,1.0,2020-05-06 21:55:00,微型计算机系统主要由（      ）组成。,"{'A': '微处理器，存储器，输入输出设备，I/O接口，软件系统', 'B': '微处理器，主机，总线，存储器，输入输出设备，I/O接口', 'C': '微处理器，主机，存储器，输入输出设备，I/O接口', 'D': '微处理器，存储器，总线，I/O接口，软件系统'}","[""D""]",K_微型计算机系统_计算机科学与技术,C_682381,微机原理与接口技术
